INDEX;EVENT_ID;EVENT_NAME;EVENT_INDEX;PARAGRAPH_ID;PARAGRAPH_INDEX;STRING_ID;STRING_INDEX;TEXT_ORIGINAL;TEXT_TRADUZIDO
41;6C0C4741;NAUS_ZONESS_003;25;0;0;1;1;a ambos lados.;em ambos os lados.
42;7268D2E2;NAUS_ZONESS_004;26;0;0;0;0;Esos rayos de energía;Esses raios de energia
43;7268D2E2;NAUS_ZONESS_004;26;0;0;1;1;alimentan el escudo de la base.;alimentam o escudo da base.
44;056FE274;NAUS_ZONESS_005;27;0;0;0;0;Señal de emergencia recibida.;Sinal de emergência recebido.
45;056FE274;NAUS_ZONESS_005;27;0;0;1;1;Iniciando la comunicación.;Iniciando a comunicação.
46;1C66B3CE;NAUS_ZONESS_006;28;0;0;0;0;Se ha activado el sistema;O sistema de autodestruição
47;1C66B3CE;NAUS_ZONESS_006;28;0;0;1;1;de autodestrucción de la base.;da base foi ativado.
48;02104696;NAUS_ZONESS_012;29;0;0;0;0;Evacuación inmediata recomendada.;Recomenda-se a evacuação imediata.
49;6B618358;NAUS_ZONESS_007;30;0;0;0;0;Evita la luz de los focos;Evite a luz dos holofotes
50;6B618358;NAUS_ZONESS_007;30;0;0;1;1;para que no te detecten.;para não ser detectado.
51;7BDE9EC9;NAUS_ZONESS_008;31;0;0;0;0;Esa es una bomba fabricada;Essa é uma bomba fabricada
52;7BDE9EC9;NAUS_ZONESS_008;31;0;0;1;1;en la base de Zoness.;na base de Zoness.
53;0CD9AE5F;NAUS_ZONESS_009;32;0;0;0;0;Direct-i podría cogerla.;O Direct-i poderia pegá-la.
54;6C1E27BA;NAUS_ZONESS_010;33;0;0;0;0;Cuidado con los enemigos;Cuidado com os inimigos
55;6C1E27BA;NAUS_ZONESS_010;33;0;0;1;1;que acechan en el agua.;que espreitam na água.
56;75177600;NAUS_ZONESS_013;34;0;0;0;0;La intensidad del escudo;A intensidade do escudo
57;75177600;NAUS_ZONESS_013;34;0;0;1;1;ha bajado al 50 %.;caiu para 50%.
58;6B73E3A3;NAUS_ZONESS_014;35;0;0;0;0;Comprueba tu entorno al descender.;Verifique o ambiente ao descer.
